Timestamp;GT3X Steps
10:03:00;1
10:04:00;0
10:05:00;0
10:06:00;4
10:07:00;0
10:08:00;0
10:09:00;0
10:10:00;0
10:11:00;0
10:12:00;0
10:13:00;0
10:14:00;0
10:15:00;0
10:16:00;0
10:17:00;0
10:18:00;0
10:19:00;0
10:20:00;0
10:21:00;0
10:22:00;1
10:23:00;0
10:24:00;0
10:25:00;0
10:26:00;0
10:27:00;0
10:28:00;0
10:29:00;3
10:30:00;0
10:31:00;1
10:32:00;0
10:33:00;2
10:34:00;3
10:35:00;0
10:36:00;5
10:37:00;0
10:38:00;0
10:39:00;0
10:40:00;2
10:41:00;0
10:42:00;0
10:43:00;0
10:44:00;0
10:45:00;0
10:46:00;2
10:47:00;55
10:48:00;38
10:49:00;5
10:50:00;10
10:51:00;95
10:52:00;13
10:53:00;2
10:54:00;0
10:55:00;0
10:56:00;0
10:57:00;0
10:58:00;0
10:59:00;0
11:00:00;0
11:01:00;0
11:02:00;0
11:03:00;1
11:04:00;0
11:05:00;0
11:06:00;5
11:07:00;2
11:08:00;0
11:09:00;0
11:10:00;0
11:11:00;0
11:12:00;0
11:13:00;0
11:14:00;0
11:15:00;0
11:16:00;0
11:17:00;0
11:18:00;2
11:19:00;2
11:20:00;0
11:21:00;2
11:22:00;1
11:23:00;1
11:24:00;0
11:25:00;0
11:26:00;0
11:27:00;0
11:28:00;0
11:29:00;0
11:30:00;2
11:31:00;0
11:32:00;1
11:33:00;0
11:34:00;0
11:35:00;0
11:36:00;1
11:37:00;0
11:38:00;0
11:39:00;0
11:40:00;0
11:41:00;0
11:42:00;2
11:43:00;0
11:44:00;0
11:45:00;1
11:46:00;0
11:47:00;0
11:48:00;1
11:49:00;0
11:50:00;1
11:51:00;2
11:52:00;1
11:53:00;0
11:54:00;0
11:55:00;0
11:56:00;1
11:57:00;0
11:58:00;0
11:59:00;0
12:00:00;0
12:01:00;0
12:02:00;0
12:03:00;0
12:04:00;0
12:05:00;2
12:06:00;0
12:07:00;0
12:08:00;0
12:09:00;0
12:10:00;1
12:11:00;0
12:12:00;0
12:13:00;4
12:14:00;1
12:15:00;1
12:16:00;0
12:17:00;0
12:18:00;0
12:19:00;0
12:20:00;0
12:21:00;0
12:22:00;0
12:23:00;0
12:24:00;0
12:25:00;0
12:26:00;0
12:27:00;0
12:28:00;0
12:29:00;0
12:30:00;0
12:31:00;0
12:32:00;0
12:33:00;0
12:34:00;0
12:35:00;3
12:36:00;10
12:37:00;95
12:38:00;13
12:39:00;13
12:40:00;92
12:41:00;112
12:42:00;121
12:43:00;51
12:44:00;61
12:45:00;96
12:46:00;88
12:47:00;107
12:48:00;122
12:49:00;102
12:50:00;65
12:51:00;43
12:52:00;24
12:53:00;5
12:54:00;4
12:55:00;0
12:56:00;2
12:57:00;15
12:58:00;15
12:59:00;0
13:00:00;0
13:01:00;0
13:02:00;0
13:03:00;0
13:04:00;12
13:05:00;25
13:06:00;2
13:07:00;0
13:08:00;0
13:09:00;0
13:10:00;0
13:11:00;1
13:12:00;0
13:13:00;2
13:14:00;0
13:15:00;0
13:16:00;0
13:17:00;0
13:18:00;2
13:19:00;1
13:20:00;0
13:21:00;0
13:22:00;2
13:23:00;9
13:24:00;1
13:25:00;0
13:26:00;1
13:27:00;0
13:28:00;0
13:29:00;0
13:30:00;0
13:31:00;0
13:32:00;0
13:33:00;4
13:34:00;0
13:35:00;1
13:36:00;0
13:37:00;0
13:38:00;0
13:39:00;1
13:40:00;0
13:41:00;0
13:42:00;0
13:43:00;1
13:44:00;1
13:45:00;0
13:46:00;0
13:47:00;0
13:48:00;0
13:49:00;0
13:50:00;0
13:51:00;5
13:52:00;0
13:53:00;0
13:54:00;0
13:55:00;0
13:56:00;0
13:57:00;0
13:58:00;5
13:59:00;1
14:00:00;2
14:01:00;0
14:02:00;0
14:03:00;0
14:04:00;0
14:05:00;0
14:06:00;0
14:07:00;1
14:08:00;0
14:09:00;0
14:10:00;0
14:11:00;28
14:12:00;43
14:13:00;0
14:14:00;6
14:15:00;0
14:16:00;48
14:17:00;20
14:18:00;5
14:19:00;1
14:20:00;4
14:21:00;0
14:22:00;0
14:23:00;2
14:24:00;1
14:25:00;23
14:26:00;19
14:27:00;0
14:28:00;0
14:29:00;2
14:30:00;0
14:31:00;0
14:32:00;0
14:33:00;0
14:34:00;11
14:35:00;0
14:36:00;57
14:37:00;30
14:38:00;43
14:39:00;2
14:40:00;0
14:41:00;0
14:42:00;7
14:43:00;7
14:44:00;0
14:45:00;1
14:46:00;1
14:47:00;1
14:48:00;0
14:49:00;12
14:50:00;0
14:51:00;0
14:52:00;0
14:53:00;0
14:54:00;0
14:55:00;1
14:56:00;0
14:57:00;0
14:58:00;0
14:59:00;0
15:00:00;0
15:01:00;0
15:02:00;0
15:03:00;0
15:04:00;0
15:05:00;1
15:06:00;10
15:07:00;1
15:08:00;0
15:09:00;0
15:10:00;1
15:11:00;0
15:12:00;0
15:13:00;0
15:14:00;0
15:15:00;0
15:16:00;0
15:17:00;2
15:18:00;2
15:19:00;37
15:20:00;25
15:21:00;58
15:22:00;4
15:23:00;0
15:24:00;1
15:25:00;12
15:26:00;5
15:27:00;12
15:28:00;1
15:29:00;60
15:30:00;59
15:31:00;16
15:32:00;3
15:33:00;2
15:34:00;1
15:35:00;0
15:36:00;0
15:37:00;0
15:38:00;0
15:39:00;0
15:40:00;1
15:41:00;2
15:42:00;1
15:43:00;1
15:44:00;0
15:45:00;0
15:46:00;1
15:47:00;0
15:48:00;0
15:49:00;0
15:50:00;2
15:51:00;1
15:52:00;1
15:53:00;1
15:54:00;0
15:55:00;0
15:56:00;2
15:57:00;0
15:58:00;26
15:59:00;5
16:00:00;0
16:01:00;0
16:02:00;0
16:03:00;0
16:04:00;0
16:05:00;0
16:06:00;2
16:07:00;0
16:08:00;1
16:09:00;1
16:10:00;2
16:11:00;0
16:12:00;1
16:13:00;2
16:14:00;2
16:15:00;0
16:16:00;0
16:17:00;0
16:18:00;0
16:19:00;0
16:20:00;0
16:21:00;0
16:22:00;0
16:23:00;0
16:24:00;1
16:25:00;0
16:26:00;0
16:27:00;0
16:28:00;1
16:29:00;0
16:30:00;0
16:31:00;0
16:32:00;0
16:33:00;0
16:34:00;0
16:35:00;0
16:36:00;0
16:37:00;1
16:38:00;0
16:39:00;0
16:40:00;0
16:41:00;0
16:42:00;0
16:43:00;0
16:44:00;0
16:45:00;2
16:46:00;2
16:47:00;3
16:48:00;39
16:49:00;61
16:50:00;6
16:51:00;6
16:52:00;9
16:53:00;25
16:54:00;78
16:55:00;1
16:56:00;0
16:57:00;6
16:58:00;0
16:59:00;3
17:00:00;9
17:01:00;1
17:02:00;0
17:03:00;0
17:04:00;4
17:05:00;10
17:06:00;1
17:07:00;10
17:08:00;2
17:09:00;68
17:10:00;107
17:11:00;81
17:12:00;0
17:13:00;3
17:14:00;0
17:15:00;88
17:16:00;20
17:17:00;27
17:18:00;15
17:19:00;7
17:20:00;3
17:21:00;3
17:22:00;1
17:23:00;6
17:24:00;11
17:25:00;3
17:26:00;5
17:27:00;2
17:28:00;0
17:29:00;1
17:30:00;2
17:31:00;3
17:32:00;0
17:33:00;0
17:34:00;5
17:35:00;52
17:36:00;6
17:37:00;2
17:38:00;2
17:39:00;5
17:40:00;6
17:41:00;15
17:42:00;6
17:43:00;29
17:44:00;33
17:45:00;38
17:46:00;14
17:47:00;12
17:48:00;14
17:49:00;26
17:50:00;12
17:51:00;3
17:52:00;6
17:53:00;1
17:54:00;0
17:55:00;0
17:56:00;13
17:57:00;1
17:58:00;2
17:59:00;0
18:00:00;0
18:01:00;0
18:02:00;0
18:03:00;0
18:04:00;0
18:05:00;2
18:06:00;0
18:07:00;0
18:08:00;0
18:09:00;3
18:10:00;0
18:11:00;1
18:12:00;0
18:13:00;1
18:14:00;1
18:15:00;0
18:16:00;4
18:17:00;0
18:18:00;0
18:19:00;0
18:20:00;0
18:21:00;7
18:22:00;0
18:23:00;0
18:24:00;0
18:25:00;1
18:26:00;0
18:27:00;0
18:28:00;0
18:29:00;0
18:30:00;0
18:31:00;0
18:32:00;3
18:33:00;0
18:34:00;1
18:35:00;0
18:36:00;0
18:37:00;4
18:38:00;4
18:39:00;1
18:40:00;1
18:41:00;1
18:42:00;0
18:43:00;1
18:44:00;2
18:45:00;0
18:46:00;1
18:47:00;0
18:48:00;2
18:49:00;0
18:50:00;1
18:51:00;1
18:52:00;1
18:53:00;0
18:54:00;1
18:55:00;3
18:56:00;1
18:57:00;3
18:58:00;1
18:59:00;2
19:00:00;0
19:01:00;1
19:02:00;0
19:03:00;1
19:04:00;1
19:05:00;0
19:06:00;0
19:07:00;2
19:08:00;2
19:09:00;0
19:10:00;0
19:11:00;1
19:12:00;2
19:13:00;2
19:14:00;19
19:15:00;7
19:16:00;10
19:17:00;3
19:18:00;20
19:19:00;50
19:20:00;13
19:21:00;7
19:22:00;13
19:23:00;2
19:24:00;32
19:25:00;21
19:26:00;54
19:27:00;12
19:28:00;23
19:29:00;70
19:30:00;27
19:31:00;23
19:32:00;18
19:33:00;16
19:34:00;55
19:35:00;31
19:36:00;16
19:37:00;32
19:38:00;8
19:39:00;2
19:40:00;0
19:41:00;0
19:42:00;1
19:43:00;0
19:44:00;0
19:45:00;17
19:46:00;21
19:47:00;15
19:48:00;9
19:49:00;1
19:50:00;0
19:51:00;0
19:52:00;0
19:53:00;0
19:54:00;0
19:55:00;0
19:56:00;0
19:57:00;0
19:58:00;0
19:59:00;0
